img_id,pedestrian_id,bbox,keypoints,target
1359,2329,"[38, 55, 407, 658]","[0.5308955012743513, 0.14912428352400342, 2, 0.5303363572898226, 0.11246381273291112, 2, 0.4665939430535466, 0.11972673619152374, 2, 0, 0, 0, 0.38495892131235115, 0.1332150226146615, 2, 0.4226044226044226, 0.22036474164133737, 2, 0.4643734643734644, 0.2689969604863222, 2, 0.6953316953316954, 0.23252279635258358, 2, 0.5012285012285013, 0.46504559270516715, 2, 0.8968058968058968, 0.1641337386018237, 2, 0.7076167076167076, 0.44832826747720367, 2, 0.32186732186732187, 0.5623100303951368, 2, 0.3832923832923833, 0.5653495440729484, 2, 0.31203931203931207, 0.7340425531914894, 2, 0.43734643734643736, 0.723404255319149, 2]","[0.21867321867321868, 0.8996960486322189]"
1359,2330,"[201, 56, 249, 657]","[0.5787823276118408, 0.12764077972989063, 2, 0.6624395416374917, 0.10317859628091133, 2, 0.5479983893012367, 0.10393048168509052, 2, 0.779374441764808, 0.12237182460882391, 2, 0, 0, 0, 0.8112449799196787, 0.2404870624048706, 2, 0.642570281124498, 0.2343987823439878, 2, 0.8313253012048193, 0.4398782343987823, 2, 0.7188755020080321, 0.4003044140030441, 2, 0.6947791164658634, 0.5966514459665144, 2, 0.5742971887550201, 0.5251141552511416, 2, 0.6546184738955824, 0.5951293759512938, 2, 0.5502008032128514, 0.5859969558599696, 2, 0.6104417670682731, 0.7549467275494672, 2, 0.42168674698795183, 0.7397260273972602, 2]","[0.41967871485943775, 0.910958904109589]"
1360,2331,"[29, 70, 472, 692]","[0.5735168320642495, 0.16086871654010382, 2, 0.5898800727652593, 0.131519277320866, 2, 0.5371540749508944, 0.13771986307140918, 2, 0, 0, 0, 0.4729132040506339, 0.11705124390293187, 2, 0.6694915254237288, 0.203757225433526, 2, 0.375, 0.17196531791907516, 2, 0.826271186440678, 0.30346820809248554, 2, 0.1864406779661017, 0.26734104046242774, 2, 0.9978813559322034, 0.3468208092485549, 1, 0.08686440677966102, 0.35260115606936415, 2, 0.5783898305084746, 0.476878612716763, 2, 0.4682203389830508, 0.4913294797687861, 1, 0.5508474576271186, 0.661849710982659, 2, 0.6461864406779662, 0.6979768786127167, 2]","[0.7108050847457628, 0.7825144508670521]"
1360,2332,"[43, 302, 541, 547]","[0.2477486711554309, 0.18941814342304572, 2, 0, 0, 0, 0.2456336716042906, 0.16431653997514292, 2, 0, 0, 0, 0.19117243316242774, 0.16693129033429946, 2, 0.2513863216266174, 0.2303473491773309, 2, 0.053604436229205174, 0.2851919561243144, 2, 0.41404805914972276, 0.1736745886654479, 2, 0.031423290203327174, 0.48080438756855576, 2, 0.27911275415896486, 0.062157221206581355, 2, 0.12939001848428835, 0.41681901279707495, 2, 0.32717190388170053, 0.6398537477148081, 2, 0.22365988909426987, 0.6855575868372943, 2, 0.6561922365988909, 0.6051188299817185, 2, 0.25508317929759705, 0.8939670932358318, 2]","[0.5120147874306838, 0.8921389396709324]"
1361,2333,"[611, 51, 297, 646]","[0.0758075957516907, 0.117278603864012, 2, 0.1358793065629131, 0.09375206696735676, 2, 0.08192601074172247, 0.09630929923873234, 2, 0.2682595581654218, 0.09196200437739385, 2, 0, 0, 0, 0.31313131313131315, 0.16873065015479877, 2, 0.39730639730639733, 0.15479876160990713, 2, 0.37373737373737376, 0.34829721362229105, 2, 0.4511784511784512, 0.34520123839009287, 2, 0.3265993265993266, 0.5077399380804953, 2, 0.3939393939393939, 0.5170278637770898, 2, 0.5555555555555556, 0.44891640866873067, 2, 0.7373737373737373, 0.44427244582043346, 2, 0.3164983164983165, 0.6687306501547987, 2, 0.4511784511784512, 0.7043343653250774, 2]","[0.6548821548821548, 0.9109907120743035]"
1362,2334,"[44, 96, 535, 795]","[0.3914707333820417, 0.1351257499324485, 2, 0.38176629513784577, 0.10377858337761178, 2, 0.3403606919626097, 0.1325134860528788, 2, 0, 0, 0, 0.27307658680285113, 0.1616837660414074, 2, 0.4785046728971963, 0.1069182389937107, 2, 0.23177570093457944, 0.2628930817610063, 2, 0.5831775700934579, 0.03018867924528302, 1, 0.20373831775700935, 0.389937106918239, 2, 0.7121495327102804, 0.07421383647798742, 1, 0.32897196261682243, 0.36477987421383645, 2, 0.5850467289719626, 0.5044025157232704, 2, 0.4261682242990654, 0.5207547169811321, 2, 0.8280373831775701, 0.6867924528301886, 2, 0.22429906542056074, 0.7270440251572327, 2]","[0.48317757009345796, 0.9062893081761006]"
1362,2335,"[168, 32, 496, 805]","[0.41041321286019045, 0.11784750909259961, 2, 0.408443671340603, 0.09139252953608479, 2, 0.3548721420078262, 0.10668302230728142, 2, 0, 0, 0, 0.28318083069484556, 0.13313800186379626, 2, 0.5725806451612904, 0.19875776397515527, 1, 0.2540322580645161, 0.253416149068323, 1, 0.7540322580645161, 0.25093167701863356, 2, 0.2540322580645161, 0.368944099378882, 1, 0.6270161290322581, 0.14906832298136646, 2, 0.08669354838709678, 0.39254658385093166, 1, 0.6794354838709677, 0.515527950310559, 2, 0.5080645161290323, 0.5267080745341615, 2, 0.8185483870967742, 0.7217391304347827, 2, 0.3528225806451613, 0.7403726708074534, 2]","[0.5715725806451613, 0.908695652173913]"
1363,2336,"[168, 31, 297, 774]","[0.3399068230755794, 0.11424915714459875, 2, 0.36816274970745133, 0.0917139926762247, 2, 0, 0, 0, 0.5122125717522895, 0.07343074603207216, 2, 0, 0, 0, 0.5521885521885522, 0.1937984496124031, 2, 0.7643097643097643, 0.16279069767441862, 2, 0.5151515151515151, 0.35658914728682173, 1, 0.9663299663299664, 0.35271317829457366, 2, 0.15151515151515152, 0.38113695090439276, 2, 0.8417508417508418, 0.49870801033591733, 2, 0.6632996632996633, 0.49870801033591733, 2, 0.7845117845117845, 0.4935400516795866, 2, 0.6902356902356902, 0.6847545219638242, 2, 0.7474747474747475, 0.686046511627907, 2]","[0.7845117845117845, 0.9463824289405685]"
1363,2337,"[73, 79, 371, 727]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45449110236602425, 0.08268083223066203, 2, 0.2371967654986523, 0.20357634112792297, 2, 0.568733153638814, 0.17744154057771663, 2, 0.22371967654986524, 0.35900962861072905, 2, 0.6388140161725068, 0.30949105914718017, 2, 0.21293800539083557, 0.49931224209078406, 2, 0.8975741239892183, 0.3672627235213205, 2, 0.33962264150943394, 0.4896836313617607, 2, 0.5498652291105122, 0.48005502063273725, 2, 0.3611859838274933, 0.7138927097661623, 2, 0.5876010781671159, 0.7083906464924347, 2]","[0.44878706199460916, 0.9429160935350757]"
1364,2338,"[38, 92, 374, 598]","[0.48059624092618286, 0.17938837759475953, 2, 0.5075490668219411, 0.15106898032582505, 2, 0.4266905891346663, 0.15713742259773955, 2, 0, 0, 0, 0, 0, 0, 0.6497326203208557, 0.2993311036789298, 1, 0.2540106951871658, 0.28929765886287623, 1, 0.7914438502673797, 0.3996655518394649, 1, 0.15775401069518716, 0.4180602006688963, 1, 0.9224598930481284, 0.43812709030100333, 1, 0.14705882352941177, 0.5117056856187291, 2, 0.516042780748663, 0.6003344481605352, 2, 0.41711229946524064, 0.5953177257525084, 2, 0.5080213903743316, 0.774247491638796, 2, 0.4144385026737968, 0.7642140468227425, 2]","[0.4545454545454546, 0.9306020066889633]"
1365,2339,"[360, 131, 257, 521]","[0.483072613591072, 0.18022272159285344, 2, 0.5085725747648984, 0.14161919972317727, 2, 0.4188830561535082, 0.1594028446294326, 2, 0, 0, 0, 0.27907292420045865, 0.14161919972317727, 2, 0.708171206225681, 0.1727447216890595, 2, 0.11673151750972763, 0.21689059500959693, 2, 0.933852140077821, 0.2053742802303263, 2, 0.11673151750972763, 0.28790786948176583, 2, 0.8171206225680934, 0.362763915547025, 2, 0.14785992217898833, 0.46641074856046066, 2, 0.622568093385214, 0.44529750479846447, 2, 0.32684824902723736, 0.42994241842610365, 2, 0.43190661478599224, 0.654510556621881, 2, 0.10505836575875487, 0.7024952015355086, 2]","[0.3151750972762646, 0.7936660268714011]"
1365,2340,"[230, 65, 432, 580]","[0.14643240778252714, 0.14763185609403373, 2, 0.15114506307689796, 0.1118286762852138, 2, 0.09836332377994476, 0.12961326233403936, 2, 0.17219492339175424, 0.0664311803184748, 2, 0.030186910521380398, 0.1195509307537828, 2, 0.2638888888888889, 0.10517241379310345, 2, 0.046296296296296294, 0.18620689655172415, 2, 0.4351851851851852, 0.21724137931034482, 2, 0.09722222222222222, 0.27413793103448275, 2, 0.33101851851851855, 0.3103448275862069, 2, 0.125, 0.3310344827586207, 2, 0.5416666666666666, 0.3741379310344828, 1, 0.38425925925925924, 0.41379310344827586, 1, 0.6458333333333334, 0.596551724137931, 1, 0.35648148148148145, 0.653448275862069, 1]","[0.6875, 0.8379310344827586]"
1367,2343,"[294, 206, 525, 508]","[0.19919714008349437, 0.2016726111037872, 2, 0.21483474176477535, 0.1827412626116851, 2, 0, 0, 0, 0.2983842136047627, 0.14534030583460553, 2, 0, 0, 0, 0.4533333333333333, 0.14960629921259844, 2, 0.2742857142857143, 0.1377952755905512, 2, 0.6476190476190476, 0.17716535433070865, 2, 0.22857142857142856, 0.1732283464566929, 2, 0.8171428571428572, 0.2795275590551181, 2, 0.13523809523809524, 0.23228346456692914, 2, 0.5447619047619048, 0.4409448818897638, 2, 0.4266666666666667, 0.5196850393700787, 2, 0.52, 0.655511811023622, 2, 0.34285714285714286, 0.7283464566929134, 2]","[0.6885714285714286, 0.9005905511811023]"
1368,2344,"[435, 61, 209, 588]","[0.7729713591411617, 0.09355774576034129, 2, 0.8237898904086968, 0.08293960186856901, 2, 0.7441284089622903, 0.06817183852483975, 2, 0, 0, 0, 0.6108156686337695, 0.06867490564497077, 2, 0.8133971291866029, 0.20408163265306123, 1, 0.3349282296650718, 0.13945578231292516, 2, 0.8325358851674641, 0.3486394557823129, 2, 0.14832535885167464, 0.17687074829931973, 2, 0.861244019138756, 0.33843537414965985, 2, 0.45933014354066987, 0.19387755102040816, 2, 0.5980861244019139, 0.48299319727891155, 1, 0.3157894736842105, 0.48299319727891155, 1, 0.6267942583732058, 0.7074829931972789, 2, 0.3014354066985646, 0.70578231292517, 2]","[0.5, 0.9200680272108843]"
1368,2345,"[435, 55, 209, 588]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3185288125070768, 0.1332874581456869, 2, 0.5767983396331473, 0.0962075054283138, 2, 0.23923444976076555, 0.2465986394557823, 2, 0.7607655502392344, 0.16666666666666666, 2, 0.09090909090909091, 0.35714285714285715, 2, 0.7655502392344498, 0.14625850340136054, 2, 0.3588516746411483, 0.3792517006802721, 2, 0.5741626794258373, 0.141156462585034, 2, 0.5119617224880383, 0.5289115646258503, 2, 0.7607655502392344, 0.5272108843537415, 2, 0.5167464114832536, 0.7465986394557823, 2, 0.7894736842105263, 0.7397959183673469, 2]","[0.667464114832536, 0.945578231292517]"
1369,2346,"[123, 60, 462, 680]","[0.9255279504602505, 0.16625568756181466, 2, 0.941484864880148, 0.137345513201059, 2, 0.9024790740759541, 0.13614092260269417, 2, 0, 0, 0, 0.8093970732932179, 0.12048124482395149, 2, 0.9307359307359307, 0.25441176470588234, 2, 0.6060606060606061, 0.2, 2, 0.9437229437229437, 0.36911764705882355, 2, 0.3961038961038961, 0.2514705882352941, 2, 0.9199134199134199, 0.49117647058823527, 2, 0.3874458874458874, 0.3220588235294118, 2, 0.696969696969697, 0.538235294117647, 2, 0.5454545454545454, 0.5044117647058823, 2, 0.8809523809523809, 0.6823529411764706, 2, 0.329004329004329, 0.725, 2]","[0.32792207792207795, 0.8735294117647059]"
1370,2348,"[90, 90, 398, 638]","[0.5311780410458836, 0.08558854873237888, 2, 0.5601342618720142, 0.07619547747504982, 2, 0.49874707372061755, 0.07041512593207805, 2, 0.5809827408668281, 0.11160013067575168, 2, 0.4350433879031307, 0.09931688364693675, 2, 0.6231155778894473, 0.219435736677116, 2, 0.2864321608040201, 0.2084639498432602, 1, 0.864321608040201, 0.2476489028213166, 1, 0.05527638190954774, 0.24921630094043887, 1, 0.9045226130653267, 0.1974921630094044, 2, 0.13819095477386933, 0.3103448275862069, 2, 0.5226130653266332, 0.5015673981191222, 2, 0.38190954773869346, 0.5109717868338558, 1, 0.46984924623115576, 0.6802507836990596, 1, 0.44974874371859297, 0.6818181818181818, 1]","[0.4899497487437186, 0.8487460815047022]"
1371,2349,"[38, 68, 128, 321]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2553096278273619, 0.1256490297887985, 2, 0.5384425248809932, 0.16086052360207514, 2, 0.1328125, 0.2585669781931464, 2, 0.5703125, 0.23052959501557632, 2, 0.046875, 0.40186915887850466, 2, 0.6796875, 0.2772585669781931, 2, 0.2890625, 0.3862928348909657, 2, 0.359375, 0.19314641744548286, 2, 0.3203125, 0.557632398753894, 2, 0.5, 0.5327102803738317, 2, 0.4453125, 0.7383177570093458, 2, 0.828125, 0.7383177570093458, 2]","[0.5859375, 0.9049844236760125]"
1371,2350,"[33, 0, 108, 348]","[0.3893294432729114, 0.05894039398643454, 2, 0.48782272947054867, 0.036483092981484166, 2, 0.33706769957620597, 0.034611651231071634, 2, 0.6104368204512808, 0.04584030173354682, 2, 0, 0, 0, 0.7592592592592593, 0.13505747126436782, 2, 0.17592592592592593, 0.13505747126436782, 2, 0.8518518518518519, 0.3017241379310345, 2, 0.12037037037037036, 0.25862068965517243, 2, 0.6203703703703703, 0.3620689655172414, 1, 0.2037037037037037, 0.3936781609195402, 1, 0.6851851851851852, 0.4339080459770115, 2, 0.3425925925925926, 0.4425287356321839, 2, 0.6944444444444444, 0.7040229885057471, 2, 0.4351851851851852, 0.7183908045977011, 2]","[0.6203703703703703, 0.9008620689655172]"
1372,2351,"[79, 130, 351, 704]","[0.5129591874250057, 0.13780206696505007, 2, 0.5361054041562755, 0.12210735387010839, 2, 0, 0, 0, 0, 0, 0, 0.2926072041433169, 0.15488160768601605, 2, 0.39316239316239315, 0.2727272727272727, 2, 0.32193732193732194, 0.26704545454545453, 2, 0.5185185185185185, 0.35511363636363635, 2, 0.34472934472934474, 0.3963068181818182, 2, 0.7037037037037037, 0.3963068181818182, 2, 0.5612535612535613, 0.3821022727272727, 2, 0.39886039886039887, 0.5639204545454546, 1, 0.3333333333333333, 0.5710227272727273, 2, 0.7492877492877493, 0.5497159090909091, 1, 0.6837606837606838, 0.5852272727272727, 2]","[0.7763532763532763, 0.8444602272727273]"
1373,2352,"[209, 116, 576, 516]","[0.2001986924591645, 0.18904099416314463, 2, 0.23080214668306198, 0.15115223561448854, 2, 0.15957956230744605, 0.1486677268571996, 2, 0.2625184537878284, 0.17537619599805554, 2, 0.11951685859616212, 0.18779873978450015, 2, 0.3333333333333333, 0.3178294573643411, 2, 0.06770833333333333, 0.42829457364341084, 2, 0.4565972222222222, 0.5581395348837209, 2, 0.0642361111111111, 0.6918604651162791, 2, 0.3628472222222222, 0.5290697674418605, 2, 0.19270833333333334, 0.6608527131782945, 2, 0.4270833333333333, 0.686046511627907, 2, 0.2934027777777778, 0.7577519379844961, 2, 0.5104166666666666, 0.5930232558139535, 2, 0.46875, 0.5290697674418605, 2]","[0.5815972222222222, 0.877906976744186]"
1373,2353,"[102, 22, 614, 529]","[0.26553051824091095, 0.29392262699475097, 2, 0.29328440379419507, 0.24008023892084254, 2, 0.2250891421489826, 0.25020444864414154, 2, 0, 0, 0, 0.15768684866243526, 0.23777928216554728, 2, 0.38436482084690554, 0.3572778827977316, 1, 0.0749185667752443, 0.41776937618147447, 2, 0.5358306188925082, 0.5066162570888468, 1, 0.06514657980456026, 0.7164461247637051, 2, 0.6140065146579805, 0.6219281663516069, 2, 0.23289902280130292, 0.722117202268431, 2, 0.3566775244299674, 0.7655954631379962, 1, 0.16449511400651465, 0.7731568998109641, 2, 0.6384364820846905, 0.7410207939508506, 1, 0.06840390879478828, 0.9130434782608695, 2]","[0.5496742671009772, 0.8931947069943289]"
1374,2354,"[137, 176, 439, 710]","[0.2683600946948137, 0.10609804278772238, 2, 0.27091621443419744, 0.08792259137324518, 2, 0.22661013895154594, 0.0858152926585232, 2, 0, 0, 0, 0.136895644707229, 0.11188694052650454, 2, 0.16400911161731208, 0.2112676056338028, 2, 0.22779043280182232, 0.17746478873239438, 2, 0.42596810933940776, 0.1704225352112676, 1, 0.46924829157175396, 0.24084507042253522, 2, 0.5763097949886105, 0.11549295774647887, 1, 0.6332574031890661, 0.1591549295774648, 2, 0.3804100227790433, 0.4732394366197183, 2, 0.428246013667426, 0.4619718309859155, 2, 0.6082004555808656, 0.6859154929577465, 2, 0.744874715261959, 0.5014084507042254, 2]","[0.6526195899772209, 0.7485915492957746]"
1374,2355,"[176, 103, 346, 788]","[0.2991608750516443, 0.17402694435315, 2, 0.3329901000465961, 0.15263725772690026, 2, 0.2585658050577021, 0.14788399403217806, 2, 0.45883481702781714, 0.13600083479537262, 2, 0, 0, 0, 0.615606936416185, 0.19416243654822335, 2, 0.15895953757225434, 0.20558375634517767, 1, 0.5953757225433526, 0.3477157360406091, 2, 0.17630057803468208, 0.36928934010152287, 2, 0.3901734104046243, 0.3743654822335025, 2, 0.06358381502890173, 0.39593908629441626, 2, 0.6011560693641619, 0.4987309644670051, 1, 0.3468208092485549, 0.5076142131979695, 1, 0.7312138728323699, 0.7106598984771574, 2, 0.2947976878612717, 0.7043147208121827, 2]","[0.5520231213872833, 0.8788071065989849]"
1375,2356,"[161, 118, 396, 525]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4688141188236397, 0.11403403528611512, 2, 0.605200890036533, 0.1210016372121648, 2, 0.43434343434343436, 0.21523809523809523, 2, 0.6742424242424242, 0.2038095238095238, 2, 0.25757575757575757, 0.2838095238095238, 2, 0.8106060606060606, 0.2819047619047619, 2, 0.12878787878787878, 0.37333333333333335, 2, 0.9166666666666666, 0.3523809523809524, 2, 0.4621212121212121, 0.5561904761904762, 2, 0.6085858585858586, 0.5580952380952381, 2, 0.34595959595959597, 0.6971428571428572, 2, 0.5808080808080808, 0.4990476190476191, 2]","[0.5669191919191919, 0.8533333333333333]"
1376,2357,"[165, 26, 752, 639]","[0.6272965449650898, 0.323945679544405, 2, 0.6383976502413637, 0.3091395731435822, 2, 0, 0, 0, 0.6872425134569692, 0.3222037846737199, 2, 0, 0, 0, 0.6848404255319149, 0.4428794992175274, 2, 0.761968085106383, 0.350547730829421, 2, 0.714095744680851, 0.6291079812206573, 2, 0.8550531914893617, 0.24100156494522693, 2, 0.5970744680851063, 0.6619718309859155, 2, 0.9042553191489362, 0.107981220657277, 2, 0.5851063829787234, 0.7167449139280125, 2, 0.5172872340425532, 0.7183098591549296, 2, 0.535904255319149, 0.9546165884194053, 2, 0.33111702127659576, 0.7198748043818466, 2]","[0.44015957446808507, 0.9045383411580594]"
1376,2358,"[381, 2, 449, 663]","[0.28549783845039794, 0.11190607831639013, 2, 0.32029534597133436, 0.08563608104543508, 2, 0.2860682893933641, 0.08718137500255009, 2, 0.40814479118812524, 0.08293181662048382, 2, 0, 0, 0, 0.5456570155902004, 0.19306184012066366, 2, 0.30957683741648107, 0.18250377073906485, 2, 0.7216035634743875, 0.2971342383107089, 1, 0.46547884187082406, 0.33634992458521873, 2, 0.8530066815144766, 0.4434389140271493, 2, 0.3429844097995546, 0.42835595776772245, 2, 0.5100222717149221, 0.5641025641025641, 1, 0.35412026726057905, 0.5113122171945701, 2, 0.621380846325167, 0.7918552036199095, 2, 0.0957683741648107, 0.6229260935143288, 2]","[0.45657015590200445, 0.9276018099547512]"
1377,2359,"[176, 48, 362, 925]","[0.5268227742659363, 0.10952697984821952, 2, 0.5386709760706104, 0.08930533716453037, 2, 0.4656070649417866, 0.09587415102993259, 2, 0, 0, 0, 0.34152448991322715, 0.10460712699796844, 2, 0.6574585635359116, 0.1945945945945946, 2, 0.20165745856353592, 0.1945945945945946, 2, 0.7928176795580111, 0.31891891891891894, 2, 0.31215469613259667, 0.21621621621621623, 2, 0.8977900552486188, 0.3708108108108108, 2, 0.31215469613259667, 0.13945945945945945, 2, 0.6049723756906077, 0.49945945945945946, 2, 0.3425414364640884, 0.49405405405405406, 2, 0.4171270718232044, 0.7135135135135136, 2, 0.5276243093922652, 0.692972972972973, 2]","[0.4240331491712707, 0.9227027027027026]"
1377,2360,"[188, 18, 306, 926]","[0.6425449104835225, 0.11329941005469892, 2, 0.676300268048074, 0.09913917398742676, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7745098039215687, 0.21166306695464362, 2, 0.238562091503268, 0.19870410367170627, 2, 0.8137254901960784, 0.3714902807775378, 2, 0.1111111111111111, 0.3434125269978402, 2, 0.8954248366013072, 0.48488120950323976, 2, 0.0915032679738562, 0.468682505399568, 2, 0.6830065359477124, 0.5183585313174947, 1, 0.3333333333333333, 0.5086393088552916, 1, 0.6111111111111112, 0.712742980561555, 1, 0.3464052287581699, 0.7170626349892009, 2]","[0.36764705882352944, 0.8839092872570193]"
1378,2361,"[185, 216, 344, 712]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.43344118937665227, 0.11222975876369565, 2, 0.13372093023255813, 0.2148876404494382, 2, 0.502906976744186, 0.22752808988764045, 1, 0.11627906976744186, 0.3707865168539326, 2, 0.6395348837209303, 0.36657303370786515, 2, 0.09302325581395349, 0.4747191011235955, 2, 0.8430232558139535, 0.44803370786516855, 2, 0.2238372093023256, 0.49859550561797755, 2, 0.4069767441860465, 0.5028089887640449, 2, 0.24709302325581395, 0.7092696629213483, 2, 0.3866279069767442, 0.7078651685393258, 2]","[0.3081395348837209, 0.9164325842696629]"
1380,2365,"[47, 183, 352, 570]","[0.710579853401872, 0.12184546874849816, 2, 0.7073178362260966, 0.09641318045175094, 2, 0.6526790485318585, 0.11328410437137533, 2, 0, 0, 0, 0.5825456792526871, 0.14929219572221544, 2, 0.7528409090909091, 0.256140350877193, 2, 0.5823863636363636, 0.24561403508771928, 2, 0.7017045454545454, 0.3929824561403509, 2, 0.7556818181818182, 0.23508771929824562, 2, 0.7926136363636364, 0.3526315789473684, 2, 0.8664772727272727, 0.16666666666666666, 2, 0.71875, 0.543859649122807, 2, 0.5625, 0.5403508771929825, 2, 0.8153409090909091, 0.7105263157894737, 2, 0.36363636363636365, 0.7315789473684211, 2]","[0.4446022727272727, 0.906140350877193]"
1380,2366,"[21, 199, 369, 580]","[0.550799229910183, 0.08709177977190842, 2, 0, 0, 0, 0.5132415448225968, 0.07721540368646247, 2, 0, 0, 0, 0.477686936273015, 0.11257920192789804, 2, 0.7127371273712737, 0.19482758620689655, 1, 0.43360433604336046, 0.23448275862068965, 2, 0.8102981029810298, 0.28448275862068967, 1, 0.25745257452574527, 0.2982758620689655, 2, 0.9539295392953929, 0.35517241379310344, 2, 0.056910569105691054, 0.38620689655172413, 2, 0.7533875338753387, 0.503448275862069, 1, 0.5420054200542005, 0.49482758620689654, 1, 0.6883468834688347, 0.6551724137931034, 2, 0.3902439024390244, 0.6810344827586207, 1]","[0.41056910569105687, 0.8629310344827585]"
1381,2367,"[136, 114, 545, 703]","[0.5376069969055826, 0.17753360195952644, 2, 0.5617710834259936, 0.15130714674605056, 2, 0.502971806226327, 0.14131611618853596, 2, 0, 0, 0, 0.43128501621577453, 0.10822082746676877, 2, 0.5431192660550459, 0.14366998577524892, 2, 0.3376146788990826, 0.16216216216216217, 2, 0.6825688073394496, 0.2019914651493599, 2, 0.3394495412844037, 0.4167852062588905, 1, 0.8330275229357799, 0.2930298719772404, 1, 0.4990825688073395, 0.5419630156472262, 1, 0.4073394495412844, 0.3357041251778094, 1, 0.163302752293578, 0.37268847795163584, 2, 0.5614678899082569, 0.615931721194879, 1, 0.3908256880733945, 0.6984352773826458, 2]","[0.5229357798165137, 0.7972972972972974]"
1382,2369,"[65, 122, 280, 636]","[0.6065991283892782, 0.09019589708221765, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0.2358490566037736, 2, 0.7178571428571429, 0.22641509433962265, 2, 0.75, 0.3584905660377358, 2, 0.6857142857142857, 0.3081761006289308, 2, 0.5142857142857142, 0.31446540880503143, 2, 0.5178571428571429, 0.2688679245283019, 2, 0.7535714285714286, 0.5644654088050315, 1, 0.675, 0.5471698113207547, 1, 0.45, 0.7374213836477987, 2, 0.8821428571428571, 0.75, 2]","[0.6303571428571428, 0.9316037735849056]"
1382,2370,"[11, 85, 299, 673]","[0.6437194854793465, 0.12204340903807846, 2, 0.701582058834235, 0.10412630709915423, 2, 0.6095279648605486, 0.09750476942607354, 2, 0.7489241643064166, 0.1189273913095699, 2, 0.550788685848768, 0.10451580931521781, 2, 0.7123745819397993, 0.2511144130757801, 2, 0.5953177257525084, 0.22585438335809807, 2, 0.6989966555183946, 0.3967310549777117, 2, 0.6254180602006689, 0.40564635958395245, 2, 0.431438127090301, 0.424962852897474, 2, 0.5016722408026756, 0.5007429420505201, 1, 0.6622073578595318, 0.5215453194650818, 1, 0.5852842809364549, 0.5185735512630015, 1, 0.4682274247491639, 0.7176820208023774, 2, 0.7658862876254181, 0.7340267459138187, 1]","[0.5535117056856187, 0.9026745913818722]"
1383,2371,"[4, 62, 415, 611]","[0.6502444587713605, 0.14234667212701405, 2, 0.7028967185609927, 0.12867290002895562, 2, 0.6533416505236919, 0.10342901307869393, 2, 0.7369658278366369, 0.14795642478262774, 2, 0.6099809659910536, 0.08589853602990109, 2, 0.7686746987951807, 0.23567921440261866, 2, 0.4746987951807229, 0.20130932896890344, 2, 0.9518072289156626, 0.3878887070376432, 2, 0.3253012048192771, 0.31260229132569556, 2, 0.7518072289156627, 0.42225859247135844, 2, 0.3349397590361446, 0.20130932896890344, 2, 0.5204819277108433, 0.5810147299509002, 2, 0.39759036144578314, 0.5270049099836334, 2, 0.2819277108433735, 0.7823240589198036, 2, 0.3228915662650602, 0.7037643207855974, 2]","[0.13012048192771086, 0.8690671031096563]"
1383,2372,"[111, 52, 428, 622]","[0.8443451613721368, 0.10722928391588821, 2, 0.880252894771943, 0.09512730092872342, 2, 0.822360834800827, 0.08252106865042672, 2, 0.8956419233718599, 0.11580152186512994, 2, 0.7564078550868972, 0.0875635615617454, 2, 0.9322429906542056, 0.23633440514469453, 2, 0.6121495327102804, 0.15112540192926044, 2, 0.9369158878504673, 0.3665594855305466, 2, 0.4252336448598131, 0.1832797427652733, 1, 0.8738317757009346, 0.45016077170418006, 2, 0.2570093457943925, 0.1639871382636656, 2, 0.6565420560747663, 0.5112540192926045, 2, 0.4719626168224299, 0.5096463022508039, 2, 0.633177570093458, 0.7009646302250804, 2, 0.2803738317757009, 0.7427652733118971, 2]","[0.286214953271028, 0.8392282958199357]"
1384,2373,"[102, 46, 295, 737]","[0.6748846725251163, 0.10665388621723552, 2, 0.7175500870444446, 0.08978697862294859, 2, 0.6243182553170235, 0.08240770655044806, 2, 0, 0, 0, 0.5084368825484776, 0.09189534207223445, 2, 0.7864406779661017, 0.18724559023066487, 2, 0.36610169491525424, 0.2021709633649932, 1, 0.8677966101694915, 0.3242876526458616, 2, 0.2745762711864407, 0.2944369063772049, 1, 0.6372881355932203, 0.3582089552238806, 2, 0.12542372881355932, 0.31886024423337855, 2, 0.7016949152542373, 0.45861601085481685, 2, 0.5084745762711864, 0.45725915875169604, 2, 0.735593220338983, 0.6702849389416553, 2, 0.5186440677966102, 0.6702849389416553, 2]","[0.6474576271186441, 0.8622795115332429]"
